REFERENCE	 DEGRADED	Fsample	 P.862.2_SCORE
g729char\exp3\original\o\o_m02s55.wav	 g729char\exp3\coded\o\oe3m3b09.out	16000	1.371
g729char\exp3\original\o\o_f01s56.wav	 g729char\exp3\coded\o\oe3f6e10.out	16000	1.539
g729char\exp3\original\o\o_f02s56.wav	 g729char\exp3\coded\o\oe3fa010.out	16000	1.494
g729char\exp3\original\o\o_m01s56.wav	 g729char\exp3\coded\o\oe3m0a10.out	16000	1.547
g729char\exp3\original\o\o_m02s56.wav	 g729char\exp3\coded\o\oe3m3c10.out	16000	1.473
g729char\exp3\original\o\o_f01s57.wav	 g729char\exp3\coded\o\oe3f6f11.out	16000	1.766
g729char\exp3\original\o\o_f02s57.wav	 g729char\exp3\coded\o\oe3fa111.out	16000	1.647
g729char\exp3\original\o\o_m01s57.wav	 g729char\exp3\coded\o\oe3m0b11.out	16000	1.495
g729char\exp3\original\o\o_m02s57.wav	 g729char\exp3\coded\o\oe3m3d11.out	16000	1.519
g729char\exp3\original\o\o_f01s58.wav	 g729char\exp3\coded\o\oe3f7012.out	16000	1.652
g729char\exp3\original\o\o_f02s58.wav	 g729char\exp3\coded\o\oe3fa212.out	16000	1.358
g729char\exp3\original\o\o_m01s58.wav	 g729char\exp3\coded\o\oe3m0c12.out	16000	1.621
g729char\exp3\original\o\o_m02s58.wav	 g729char\exp3\coded\o\oe3m3e12.out	16000	1.753
g729char\exp3\original\o\o_f01s59.wav	 g729char\exp3\coded\o\oe3f7113.out	16000	1.557
g729char\exp3\original\o\o_f02s59.wav	 g729char\exp3\coded\o\oe3fa313.out	16000	1.505
g729char\exp3\original\o\o_m01s59.wav	 g729char\exp3\coded\o\oe3m0d13.out	16000	1.56
g729char\exp3\original\o\o_m02s59.wav	 g729char\exp3\coded\o\oe3m3f13.out	16000	1.42
g729char\exp3\original\o\o_f01s60.wav	 g729char\exp3\coded\o\oe3f7214.out	16000	1.773
g729char\exp3\original\o\o_f02s60.wav	 g729char\exp3\coded\o\oe3fa414.out	16000	1.56
g729char\exp3\original\o\o_m01s60.wav	 g729char\exp3\coded\o\oe3m0e14.out	16000	1.802
g729char\exp3\original\o\o_m02s60.wav	 g729char\exp3\coded\o\oe3m4014.out	16000	1.458
g729char\exp3\original\o\o_f01s61.wav	 g729char\exp3\coded\o\oe3f7315.out	16000	1.54
g729char\exp3\original\o\o_f02s61.wav	 g729char\exp3\coded\o\oe3fa515.out	16000	1.321
g729char\exp3\original\o\o_m01s61.wav	 g729char\exp3\coded\o\oe3m0f15.out	16000	1.559
g729char\exp3\original\o\o_m02s61.wav	 g729char\exp3\coded\o\oe3m4115.out	16000	1.6
g729char\exp3\original\o\o_f01s62.wav	 g729char\exp3\coded\o\oe3f7416.out	16000	1.909
g729char\exp3\original\o\o_f02s62.wav	 g729char\exp3\coded\o\oe3fa616.out	16000	1.704
g729char\exp3\original\o\o_m01s62.wav	 g729char\exp3\coded\o\oe3m1016.out	16000	1.881
g729char\exp3\original\o\o_m02s62.wav	 g729char\exp3\coded\o\oe3m4216.out	16000	1.634
g729char\exp3\original\o\o_f01s63.wav	 g729char\exp3\coded\o\oe3f7517.out	16000	1.712
g729char\exp3\original\o\o_f02s63.wav	 g729char\exp3\coded\o\oe3fa717.out	16000	1.46
g729char\exp3\original\o\o_m01s63.wav	 g729char\exp3\coded\o\oe3m1117.out	16000	1.867
g729char\exp3\original\o\o_m02s63.wav	 g729char\exp3\coded\o\oe3m4317.out	16000	1.667
g729char\exp3\original\o\o_f01s64.wav	 g729char\exp3\coded\o\oe3f7618.out	16000	1.917
g729char\exp3\original\o\o_f02s64.wav	 g729char\exp3\coded\o\oe3fa818.out	16000	1.619
g729char\exp3\original\o\o_m01s64.wav	 g729char\exp3\coded\o\oe3m1218.out	16000	1.817
g729char\exp3\original\o\o_m02s64.wav	 g729char\exp3\coded\o\oe3m4418.out	16000	1.835
g729char\exp3\original\o\o_f01s65.wav	 g729char\exp3\coded\o\oe3f7719.out	16000	1.742
g729char\exp3\original\o\o_f02s65.wav	 g729char\exp3\coded\o\oe3fa919.out	16000	1.579
g729char\exp3\original\o\o_m01s65.wav	 g729char\exp3\coded\o\oe3m1319.out	16000	1.834
g729char\exp3\original\o\o_m02s65.wav	 g729char\exp3\coded\o\oe3m4519.out	16000	1.654
g729char\exp3\original\o\o_f01s66.wav	 g729char\exp3\coded\o\oe3f7820.out	16000	1.599
g729char\exp3\original\o\o_f02s66.wav	 g729char\exp3\coded\o\oe3faa20.out	16000	1.565
g729char\exp3\original\o\o_m01s66.wav	 g729char\exp3\coded\o\oe3m1420.out	16000	1.856
g729char\exp3\original\o\o_m02s66.wav	 g729char\exp3\coded\o\oe3m4620.out	16000	1.582
g729char\exp3\original\o\o_f01s67.wav	 g729char\exp3\coded\o\oe3f7921.out	16000	2.308
g729char\exp3\original\o\o_f02s67.wav	 g729char\exp3\coded\o\oe3fab21.out	16000	1.656
g729char\exp3\original\o\o_m01s67.wav	 g729char\exp3\coded\o\oe3m1521.out	16000	1.534
g729char\exp3\original\o\o_m02s67.wav	 g729char\exp3\coded\o\oe3m4721.out	16000	2.144
g729char\exp3\original\o\o_f01s68.wav	 g729char\exp3\coded\o\oe3f7a22.out	16000	1.778
g729char\exp3\original\o\o_f02s68.wav	 g729char\exp3\coded\o\oe3fac22.out	16000	1.647
g729char\exp3\original\o\o_m01s68.wav	 g729char\exp3\coded\o\oe3m1622.out	16000	1.298
g729char\exp3\original\o\o_m02s68.wav	 g729char\exp3\coded\o\oe3m4822.out	16000	1.78
g729char\exp3\original\o\o_f01s69.wav	 g729char\exp3\coded\o\oe3f7b23.out	16000	1.628
g729char\exp3\original\o\o_f02s69.wav	 g729char\exp3\coded\o\oe3fad23.out	16000	1.527
g729char\exp3\original\o\o_m01s69.wav	 g729char\exp3\coded\o\oe3m1723.out	16000	1.464
g729char\exp3\original\o\o_m02s69.wav	 g729char\exp3\coded\o\oe3m4923.out	16000	1.918
g729char\exp3\original\o\o_f01s70.wav	 g729char\exp3\coded\o\oe3f7c24.out	16000	1.579
g729char\exp3\original\o\o_f02s70.wav	 g729char\exp3\coded\o\oe3fae24.out	16000	1.258
g729char\exp3\original\o\o_m01s70.wav	 g729char\exp3\coded\o\oe3m1824.out	16000	1.649
g729char\exp3\original\o\o_m02s70.wav	 g729char\exp3\coded\o\oe3m4a24.out	16000	1.463
g729char\exp3\original\o\o_f01s71.wav	 g729char\exp3\coded\o\oe3f7d25.out	16000	1.605
g729char\exp3\original\o\o_f02s71.wav	 g729char\exp3\coded\o\oe3faf25.out	16000	1.638
g729char\exp3\original\o\o_m01s71.wav	 g729char\exp3\coded\o\oe3m1925.out	16000	1.358
g729char\exp3\original\o\o_m02s71.wav	 g729char\exp3\coded\o\oe3m4b25.out	16000	1.378
g729char\exp3\original\o\o_f01s72.wav	 g729char\exp3\coded\o\oe3f7e26.out	16000	1.791
g729char\exp3\original\o\o_f02s72.wav	 g729char\exp3\coded\o\oe3fb026.out	16000	1.233
g729char\exp3\original\o\o_m01s72.wav	 g729char\exp3\coded\o\oe3m1a26.out	16000	1.367
g729char\exp3\original\o\o_m02s72.wav	 g729char\exp3\coded\o\oe3m4c26.out	16000	1.519
g729char\exp3\original\o\o_f01s73.wav	 g729char\exp3\coded\o\oe3f7f27.out	16000	1.891
g729char\exp3\original\o\o_f02s73.wav	 g729char\exp3\coded\o\oe3fb127.out	16000	1.548
g729char\exp3\original\o\o_m01s73.wav	 g729char\exp3\coded\o\oe3m1b27.out	16000	1.425
g729char\exp3\original\o\o_m02s73.wav	 g729char\exp3\coded\o\oe3m4d27.out	16000	1.814
g729char\exp3\original\o\o_f01s74.wav	 g729char\exp3\coded\o\oe3f8028.out	16000	1.465
g729char\exp3\original\o\o_f02s74.wav	 g729char\exp3\coded\o\oe3fb228.out	16000	1.356
g729char\exp3\original\o\o_m01s74.wav	 g729char\exp3\coded\o\oe3m1c28.out	16000	1.557
g729char\exp3\original\o\o_m02s74.wav	 g729char\exp3\coded\o\oe3m4e28.out	16000	1.38
g729char\exp3\original\o\o_f01s75.wav	 g729char\exp3\coded\o\oe3f8129.out	16000	2.128
g729char\exp3\original\o\o_f02s75.wav	 g729char\exp3\coded\o\oe3fb329.out	16000	1.866
g729char\exp3\original\o\o_m01s75.wav	 g729char\exp3\coded\o\oe3m1d29.out	16000	2.361
g729char\exp3\original\o\o_m02s75.wav	 g729char\exp3\coded\o\oe3m4f29.out	16000	1.919
g729char\exp3\original\o\o_f01s76.wav	 g729char\exp3\coded\o\oe3f8230.out	16000	1.845
g729char\exp3\original\o\o_f02s76.wav	 g729char\exp3\coded\o\oe3fb430.out	16000	1.484
g729char\exp3\original\o\o_m01s76.wav	 g729char\exp3\coded\o\oe3m1e30.out	16000	1.949
g729char\exp3\original\o\o_m02s76.wav	 g729char\exp3\coded\o\oe3m5030.out	16000	1.732
g729char\exp3\original\o\o_f01s77.wav	 g729char\exp3\coded\o\oe3f8331.out	16000	1.52
g729char\exp3\original\o\o_f02s77.wav	 g729char\exp3\coded\o\oe3fb531.out	16000	1.484
g729char\exp3\original\o\o_m01s77.wav	 g729char\exp3\coded\o\oe3m1f31.out	16000	1.667
g729char\exp3\original\o\o_m02s77.wav	 g729char\exp3\coded\o\oe3m5131.out	16000	1.784
g729char\exp3\original\o\o_f01s78.wav	 g729char\exp3\coded\o\oe3f8432.out	16000	1.342
g729char\exp3\original\o\o_f02s78.wav	 g729char\exp3\coded\o\oe3fb632.out	16000	1.306
g729char\exp3\original\o\o_m01s78.wav	 g729char\exp3\coded\o\oe3m2032.out	16000	1.364
g729char\exp3\original\o\o_m02s78.wav	 g729char\exp3\coded\o\oe3m5232.out	16000	1.457
g729char\exp3\original\o\o_f01s79.wav	 g729char\exp3\coded\o\oe3f8533.out	16000	2.287
g729char\exp3\original\o\o_f02s79.wav	 g729char\exp3\coded\o\oe3fb733.out	16000	1.871
g729char\exp3\original\o\o_m01s79.wav	 g729char\exp3\coded\o\oe3m2133.out	16000	2.026
g729char\exp3\original\o\o_m02s79.wav	 g729char\exp3\coded\o\oe3m5333.out	16000	1.733
g729char\exp3\original\o\o_f01s80.wav	 g729char\exp3\coded\o\oe3f8634.out	16000	1.91
g729char\exp3\original\o\o_f02s80.wav	 g729char\exp3\coded\o\oe3fb834.out	16000	1.481
g729char\exp3\original\o\o_m01s80.wav	 g729char\exp3\coded\o\oe3m2234.out	16000	1.45
g729char\exp3\original\o\o_m02s80.wav	 g729char\exp3\coded\o\oe3m5434.out	16000	1.988
g729char\exp3\original\o\o_f01s81.wav	 g729char\exp3\coded\o\oe3f8735.out	16000	1.538
g729char\exp3\original\o\o_f02s81.wav	 g729char\exp3\coded\o\oe3fb935.out	16000	1.491
g729char\exp3\original\o\o_m01s81.wav	 g729char\exp3\coded\o\oe3m2335.out	16000	1.723
g729char\exp3\original\o\o_m02s81.wav	 g729char\exp3\coded\o\oe3m5535.out	16000	1.626
g729char\exp3\original\o\o_f01s82.wav	 g729char\exp3\coded\o\oe3f8836.out	16000	1.537
g729char\exp3\original\o\o_f02s82.wav	 g729char\exp3\coded\o\oe3fba36.out	16000	1.46
g729char\exp3\original\o\o_m01s82.wav	 g729char\exp3\coded\o\oe3m2436.out	16000	1.399
g729char\exp3\original\o\o_m02s82.wav	 g729char\exp3\coded\o\oe3m5636.out	16000	1.501
g729char\exp3\original\o\o_f01s83.wav	 g729char\exp3\coded\o\oe3f8937.out	16000	2.803
g729char\exp3\original\o\o_f02s83.wav	 g729char\exp3\coded\o\oe3fbb37.out	16000	2.837
g729char\exp3\original\o\o_m01s83.wav	 g729char\exp3\coded\o\oe3m2537.out	16000	3.177
g729char\exp3\original\o\o_m02s83.wav	 g729char\exp3\coded\o\oe3m5737.out	16000	2.67
g729char\exp3\original\o\o_f01s84.wav	 g729char\exp3\coded\o\oe3f8a38.out	16000	1.816
g729char\exp3\original\o\o_f02s84.wav	 g729char\exp3\coded\o\oe3fbc38.out	16000	1.624
g729char\exp3\original\o\o_m01s84.wav	 g729char\exp3\coded\o\oe3m2638.out	16000	2.056
g729char\exp3\original\o\o_m02s84.wav	 g729char\exp3\coded\o\oe3m5838.out	16000	1.393
g729char\exp3\original\o\o_f01s85.wav	 g729char\exp3\coded\o\oe3f8b39.out	16000	1.641
g729char\exp3\original\o\o_f02s85.wav	 g729char\exp3\coded\o\oe3fbd39.out	16000	1.447
g729char\exp3\original\o\o_m01s85.wav	 g729char\exp3\coded\o\oe3m2739.out	16000	1.637
g729char\exp3\original\o\o_m02s85.wav	 g729char\exp3\coded\o\oe3m5939.out	16000	1.611
g729char\exp3\original\o\o_f01s86.wav	 g729char\exp3\coded\o\oe3f8c40.out	16000	1.823
g729char\exp3\original\o\o_f02s86.wav	 g729char\exp3\coded\o\oe3fbe40.out	16000	1.88
g729char\exp3\original\o\o_m01s86.wav	 g729char\exp3\coded\o\oe3m2840.out	16000	1.742
g729char\exp3\original\o\o_m02s86.wav	 g729char\exp3\coded\o\oe3m5a40.out	16000	1.557
g729char\exp3\original\o\o_f01s87.wav	 g729char\exp3\coded\o\oe3f8d41.out	16000	1.509
g729char\exp3\original\o\o_f02s87.wav	 g729char\exp3\coded\o\oe3fbf41.out	16000	1.434
g729char\exp3\original\o\o_m01s87.wav	 g729char\exp3\coded\o\oe3m2941.out	16000	1.665
g729char\exp3\original\o\o_m02s87.wav	 g729char\exp3\coded\o\oe3m5b41.out	16000	1.627
g729char\exp3\original\o\o_f01s88.wav	 g729char\exp3\coded\o\oe3f8e42.out	16000	2.281
g729char\exp3\original\o\o_f02s88.wav	 g729char\exp3\coded\o\oe3fc042.out	16000	2.064
g729char\exp3\original\o\o_m01s88.wav	 g729char\exp3\coded\o\oe3m2a42.out	16000	2.213
g729char\exp3\original\o\o_m02s88.wav	 g729char\exp3\coded\o\oe3m5c42.out	16000	1.811
g729char\exp3\original\o\o_f01s89.wav	 g729char\exp3\coded\o\oe3f8f43.out	16000	2.511
g729char\exp3\original\o\o_f02s89.wav	 g729char\exp3\coded\o\oe3fc143.out	16000	2.319
g729char\exp3\original\o\o_m01s89.wav	 g729char\exp3\coded\o\oe3m2b43.out	16000	2.92
g729char\exp3\original\o\o_m02s89.wav	 g729char\exp3\coded\o\oe3m5d43.out	16000	2.369
g729char\exp3\original\o\o_f01s90.wav	 g729char\exp3\coded\o\oe3f9044.out	16000	2.883
g729char\exp3\original\o\o_f02s90.wav	 g729char\exp3\coded\o\oe3fc244.out	16000	2.665
g729char\exp3\original\o\o_m01s90.wav	 g729char\exp3\coded\o\oe3m2c44.out	16000	3.101
g729char\exp3\original\o\o_m02s90.wav	 g729char\exp3\coded\o\oe3m5e44.out	16000	2.345
g729char\exp3\original\o\o_f01s91.wav	 g729char\exp3\coded\o\oe3f9145.out	16000	3.68
g729char\exp3\original\o\o_f02s91.wav	 g729char\exp3\coded\o\oe3fc345.out	16000	2.828
g729char\exp3\original\o\o_m01s91.wav	 g729char\exp3\coded\o\oe3m2d45.out	16000	2.8
g729char\exp3\original\o\o_m02s91.wav	 g729char\exp3\coded\o\oe3m5f45.out	16000	3.004
g729char\exp3\original\o\o_f01s92.wav	 g729char\exp3\coded\o\oe3f9246.out	16000	3.739
g729char\exp3\original\o\o_f02s92.wav	 g729char\exp3\coded\o\oe3fc446.out	16000	3.654
g729char\exp3\original\o\o_m01s92.wav	 g729char\exp3\coded\o\oe3m2e46.out	16000	3.598
g729char\exp3\original\o\o_m02s92.wav	 g729char\exp3\coded\o\oe3m6046.out	16000	3.325
g729char\exp3\original\o\o_f01s93.wav	 g729char\exp3\coded\o\oe3f9347.out	16000	3.961
g729char\exp3\original\o\o_f02s93.wav	 g729char\exp3\coded\o\oe3fc547.out	16000	3.342
g729char\exp3\original\o\o_m01s93.wav	 g729char\exp3\coded\o\oe3m2f47.out	16000	3.603
g729char\exp3\original\o\o_m02s93.wav	 g729char\exp3\coded\o\oe3m6147.out	16000	3.152
g729char\exp3\original\o\o_f01s94.wav	 g729char\exp3\coded\o\oe3f9448.out	16000	2.032
g729char\exp3\original\o\o_f02s94.wav	 g729char\exp3\coded\o\oe3fc648.out	16000	2.034
g729char\exp3\original\o\o_m01s94.wav	 g729char\exp3\coded\o\oe3m3048.out	16000	1.93
g729char\exp3\original\o\o_m02s94.wav	 g729char\exp3\coded\o\oe3m6248.out	16000	1.627
g729char\exp3\original\o\o_f01s95.wav	 g729char\exp3\coded\o\oe3f9549.out	16000	1.548
g729char\exp3\original\o\o_f02s95.wav	 g729char\exp3\coded\o\oe3fc749.out	16000	1.618
g729char\exp3\original\o\o_m01s95.wav	 g729char\exp3\coded\o\oe3m3149.out	16000	1.69
g729char\exp3\original\o\o_m02s95.wav	 g729char\exp3\coded\o\oe3m6349.out	16000	1.452
g729char\exp3\original\o\o_f01s96.wav	 g729char\exp3\coded\o\oe3f9650.out	16000	1.965
g729char\exp3\original\o\o_f02s96.wav	 g729char\exp3\coded\o\oe3fc850.out	16000	1.785
g729char\exp3\original\o\o_m01s96.wav	 g729char\exp3\coded\o\oe3m3250.out	16000	1.776
g729char\exp3\original\o\o_m02s96.wav	 g729char\exp3\coded\o\oe3m6450.out	16000	1.65
